Src_Port,Dst_Port,Protocol,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min
1.0060115,-0.43074661,1.2968123,-0.17456113,1.876066,-0.6459221,-0.24449861,-0.8004125,-0.589831,-0.5454901,-0.5804569,-0.19739147,-0.94846904,-0.8352544,-0.91954625,-0.26675135,-0.3104733,0.87561476,-0.26691648,-0.05103213,-0.19694236,-0.277888,-0.030042639,-0.039812017,-0.027796643,-0.040118877,-0.033635627,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,1.4194448,-0.9470359,1.188625,-0.036909103,-0.7539252,-0.9740486,-0.9383599,-0.41237253,-0.38065407,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,-0.7230583,-0.9433454,-0.5804569,-0.91954625,0.0,0.0,0.0,0.0,0.0,0.0,1.876066,-0.24449861,-0.6459221,-0.8004125,0.0,-0.49849972,1.900675,0.0,-0.031329095,-0.021357002,-0.032013834,-0.028428795
-1.0558091,1.5635695,-0.74582124,17.765167,0.7458377,7.7155294,4.6693053,0.12830669,1.58345,1.1579236,1.2571056,0.8027679,0.58262175,-0.8819283,-0.73408675,1.6129308,-0.99385667,-0.35259014,2.8030307,10.693605,15.217221,-0.20226397,24.879845,11.154794,19.899702,22.528824,0.90281004,19.821146,4.3727407,23.617207,17.304514,-0.026577223,0.0,6.2575336,0.0,-0.01,3.3938577,7.040584,-0.3051804,-0.3492193,-0.80245465,0.97129214,-0.06303568,2.0570898,1.6034642,-0.026465455,-0.3186755,-0.031637017,6.2575336,0.9460056,-0.01,-0.014142843,-0.01,1.302315,-0.29128906,1.2571056,-0.73408675,0.0,0.0,0.0,0.0,0.0,0.0,0.7458377,4.6693053,7.7155294,0.12830669,0.0,2.392493,0.77670693,0.0,8.784431,24.950031,14.791654,2.461503
0.8558744,-0.3627322,1.2968123,-0.099405035,-0.38439065,4.928379,-0.53786004,-0.68181545,-0.6411179,-0.5995131,-0.6337196,-0.19739147,-0.9369679,-0.8352544,-0.91716695,-0.25053206,-0.95757616,-0.27720758,-0.22819075,-0.05193554,-0.17313917,-0.23251358,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.07326222,-0.16987823,-0.037443608,-0.15247044,-0.1655158,0.0,-0.1597914,0.0,-0.01,-0.55496794,0.23631522,-0.30567497,-0.13649972,-0.7539252,-0.9625717,-0.9342912,-0.3950738,-0.3805567,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,-0.7230583,-0.9363228,-0.6337196,-0.91716695,0.0,0.0,0.0,0.0,0.0,0.0,-0.38439065,-0.53786004,4.928379,-0.68181545,0.0,-0.49849972,-0.3472612,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
-1.0558091,1.8827055,-0.74582124,-0.15079635,-0.15834498,-0.6459221,-0.5103574,0.38206938,-0.5930364,-0.54886657,-0.58378583,-0.19739147,1.0009761,1.1425556,1.0969278,-0.26675135,-0.07318347,-0.2789872,-0.20204736,-0.05236028,-0.1567967,-0.20289417,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,0.23479716,-0.05952256,-0.25586498,-0.24608509,-0.7569583,0.97129214,0.4399217,2.8706903,3.126228,-0.026465455,-0.3186755,-0.031637017,-0.1597914,0.9460056,-0.01,-0.014142843,-0.01,1.302315,0.4925685,-0.58378583,1.0969278,0.0,0.0,0.0,0.0,0.0,0.0,-0.15834498,-0.5103574,-0.6459221,0.38206938,0.0,-0.3330676,-0.12246757,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
0.8558744,-0.3627322,1.2968123,-0.14069633,-0.38439065,0.7476531,-0.53786004,-0.765531,-0.6411179,-0.5995131,-0.6337196,-0.19739147,-0.9369679,-0.8352544,-0.91359794,-0.2411064,-0.965902,-0.29543316,-0.18303399,-0.05236028,-0.14471745,-0.18146735,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.11924517,-0.13319138,-0.03808152,-0.12295425,-0.12775062,0.0,-0.1597914,0.0,-0.01,-0.55496794,-0.6511981,-0.30567497,-0.18767881,-0.7539252,-0.9625717,-0.93022245,-0.39303195,-0.38053238,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,-0.7230583,-0.9212089,-0.6337196,-0.91359794,0.0,0.0,0.0,0.0,0.0,0.0,-0.38439065,-0.53786004,0.7476531,-0.765531,0.0,-0.49849972,-0.3472612,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
1.0102111,-0.43074661,1.2968123,-0.10712859,0.06770068,-0.6459221,-0.47918776,-0.8004125,-0.589831,-0.5454901,-0.5804569,-0.19739147,-0.94846904,-0.8352544,-0.91954625,-0.26675135,-0.9743958,-0.30325937,-0.19449794,0.10561835,-0.10528232,-0.2772578,0.07000588,0.16590548,-0.029278042,0.084603466,0.2419738,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,-0.1600854,-0.9470359,-0.26090193,-0.30366725,-0.7539252,-0.9740486,-0.9383599,-0.41237253,-0.38065407,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,-0.7230583,-0.93520325,-0.5804569,-0.91954625,0.0,0.0,0.0,0.0,0.0,0.0,0.06770068,-0.47918776,-0.6459221,-0.8004125,0.0,-0.49849972,0.10232606,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
-1.0162356,-0.3627322,1.2968123,-0.111584485,0.29374635,-0.6459221,3.3950167,0.41869494,1.6507639,1.814641,1.7464564,-0.19739147,1.0613571,1.2038151,1.1593848,-0.26675135,0.78277045,-0.28253436,-0.22217916,-0.03102137,-0.1592836,-0.23503438,0.034023516,0.029096333,-0.0014031563,0.011123638,0.038398657,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,0.03735589,-0.9470359,-0.23451783,-0.3008693,1.3662049,1.031546,1.1946708,-0.41237253,-0.38065407,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,-0.7230583,0.89613,1.7464564,1.1593848,0.0,0.0,0.0,0.0,0.0,0.0,0.29374635,3.3950167,-0.6459221,0.41869494,0.0,-0.49849972,0.32711968,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
-1.4021581,2.0010233,-0.74582124,-0.16446109,-0.15834498,-0.6459221,-0.19316036,0.4343916,-0.038497202,0.035257455,-0.007883107,-0.19739147,1.0872347,1.2300693,1.1861522,-0.26675135,0.9361753,-0.23268233,-0.22777133,-0.05236028,-0.17313917,-0.23188338,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,0.23479716,-0.05952256,-0.22490199,-0.18107094,-0.2322337,1.0573691,0.6769251,2.1792648,1.8046466,-0.026465455,-0.3186755,-0.031637017,-0.1597914,0.9460056,-0.01,-0.014142843,-0.01,1.302315,0.73711944,-0.007883107,1.1861522,0.0,0.0,0.0,0.0,0.0,0.0,-0.15834498,-0.19316036,-0.6459221,0.4343916,0.0,-0.47611773,-0.12246757,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
-1.0558091,2.0486674,-0.74582124,-0.14990517,-0.38439065,0.7476531,-0.53786004,-0.82831764,-0.6411179,-0.5995131,-0.6337196,-0.19739147,-0.9944737,-0.8819283,-0.9671327,-0.26675135,-1.0026779,-0.28080404,-0.20036972,-0.05236028,-0.15573087,-0.20100357,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.12950036,-0.14727549,-0.03808152,-0.13439178,-0.14220396,0.0,-0.1597914,0.0,-0.01,-0.55496794,1.1238285,-0.30567497,-0.14659895,-0.80245465,-1.0199564,-0.98718464,-0.41237253,-0.38065407,-0.026465455,-0.3186755,-0.031637017,-0.1597914,0.9460056,-0.01,-0.014142843,-0.01,-0.7230583,-0.9799851,-0.6337196,-0.9671327,0.0,0.0,0.0,0.0,0.0,0.0,-0.38439065,-0.53786004,0.7476531,-0.82831764,0.0,2.3771884,-0.3472612,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
-1.0162356,-0.3627322,1.2968123,-0.12732865,-0.15834498,-0.6459221,-0.49935636,0.41869494,-0.57380384,-0.5286079,-0.5638123,-0.19739147,1.0613571,1.2038151,1.1593848,-0.26675135,-0.42083395,-0.3085588,-0.15786925,-0.05236028,-0.12873024,-0.15310833,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.17019032,-0.20315762,-0.03808152,-0.17977293,-0.19955108,0.0,-0.1597914,0.0,-0.01,-0.35752666,-0.9470359,-0.2756388,-0.28760496,-0.73875976,1.031546,0.48874643,2.9432175,3.282883,-0.026465455,-0.3186755,-0.031637017,-0.1597914,-1.0569705,-0.01,-0.014142843,-0.01,1.302315,0.54294807,-0.5638123,1.1593848,0.0,0.0,0.0,0.0,0.0,0.0,-0.15834498,-0.49935636,-0.6459221,0.41869494,0.0,-0.49849972,-0.12246757,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
0.8517959,-0.53254193,-0.74582124,-0.14396398,-0.38439065,0.7476531,-0.53786004,1.655243,-0.6411179,-0.5995131,-0.6337196,-0.19739147,1.0527313,1.1950638,1.1504624,-0.26675135,0.5639136,-0.29096818,-0.18918538,-0.05236028,-0.14862545,-0.18839955,-0.046278585,-0.04305373,-0.029278042,-0.043502815,-0.034679603,-0.12288411,-0.13818897,-0.03808152,-0.12701273,-0.13287921,0.0,-0.1597914,0.0,-0.01,-0.55496794,0.23631522,-0.30567497,-0.1751408,1.3571055,1.0229384,1.1855161,-0.41237253,-0.38065407,-0.026465455,-0.3186755,-0.031637017,-0.1597914,0.9460056,-0.01,-0.014142843,-0.01,-0.7230583,1.2619069,-0.6337196,1.1504624,0.0,0.0,0.0,0.0,0.0,0.0,-0.38439065,-0.53786004,0.7476531,1.655243,0.0,-0.4956688,-0.3472612,0.0,-0.051274255,-0.021357002,-0.04853966,-0.049178228
